,Alternative SF Returns (Dynamic SF Supply,SPY,Aggregate Bonds,Bitcoin,Ethereum,Commodities,Gold
01/07/2021,0.00000492,0.00761,0.00217,0.00838,0.01975,0.00927,0.00654
02/07/2021,0.00000020,-0.00182,0.00320,0.02486,0.03334,-0.02756,0.00495
03/07/2021,0.00000069,0.00000,0.00000,0.01774,0.04204,0.00000,0.00000
04/07/2021,0.00000478,0.00000,0.00000,-0.04624,-0.05600,0.00000,0.00000
05/07/2021,0.00000941,0.00000,0.00000,0.01523,0.05621,0.00000,0.00000
06/07/2021,0.00001701,0.00353,0.00173,-0.01021,-0.00337,-0.01220,0.00380
07/07/2021,0.00000617,-0.00818,0.00112,-0.03031,-0.08924,0.00850,-0.00065
08/07/2021,0.00001165,0.01062,-0.00328,0.02815,0.01302,0.01157,0.00331
09/07/2021,0.00000234,0.00358,-0.00061,-0.00862,-0.01629,0.00157,-0.00124
10/07/2021,0.00000613,0.00000,0.00000,0.02163,0.01331,0.00000,0.00000
11/07/2021,0.00000332,0.00000,0.00000,-0.03360,-0.05151,0.00000,0.00000
12/07/2021,0.00000519,-0.00341,-0.00216,-0.01184,-0.04583,0.00832,0.00130
13/07/2021,0.00001444,0.00149,0.00338,0.00281,0.02678,-0.00989,0.01070
14/07/2021,0.00002712,-0.00342,0.00216,-0.02996,-0.03943,-0.00524,0.00018
15/07/2021,0.00005949,-0.00787,-0.00086,-0.01413,-0.02037,0.00000,-0.00975
16/07/2021,0.00002045,-0.01488,0.00525,0.00437,0.01036,-0.04078,0.00118
17/07/2021,0.00000034,0.00000,0.00000,0.00833,-0.00151,0.00000,0.00000
18/07/2021,0.00000235,0.00000,0.00000,-0.03079,-0.04122,0.00000,0.00000
19/07/2021,0.00005855,0.01423,-0.00094,-0.03458,-0.01836,0.01468,-0.00130
20/07/2021,0.00012413,0.00806,-0.00327,0.07534,0.10887,0.01977,-0.00373
21/07/2021,0.00000080,0.00209,0.00232,0.00567,0.01679,0.00791,0.00195
22/07/2021,0.00000011,0.01024,-0.00069,0.03948,0.04832,0.00524,-0.00314
23/07/2021,0.00001109,0.00245,-0.00086,0.01992,0.02873,0.00728,-0.00238
24/07/2021,0.00000010,0.00000,0.00000,0.03248,0.00469,0.00000,0.00000
25/07/2021,0.00000094,0.00000,0.00000,0.05210,0.01583,0.00000,0.00000
26/07/2021,0.00001043,-0.00457,0.00232,0.05537,0.02994,-0.00572,0.00166
27/07/2021,0.00000503,-0.00041,0.00094,0.01447,-0.00055,0.00468,0.00503
28/07/2021,0.00000023,-0.00073,-0.00026,0.05459,0.07220,0.01186,0.00313
30/07/2021,0.00002581,-0.00210,0.00069,-0.01697,0.02420,-0.01083,-0.00124
31/07/2021,0.00000004,0.00000,0.00000,-0.04031,0.01040,0.00000,0.00000
01/08/2021,0.00005514,0.00000,0.00000,-0.01818,0.02050,0.00000,0.00000
02/08/2021,0.00000005,0.00810,0.00034,-0.02691,-0.04127,-0.00468,-0.00071
03/08/2021,0.00003642,-0.00493,-0.00009,0.04088,0.08373,-0.01628,0.00024
04/08/2021,0.00000322,0.00631,-0.00223,0.02835,0.03683,0.01471,-0.00396
05/08/2021,0.00000498,0.00165,-0.00448,0.04700,0.02340,-0.00838,-0.02531
06/08/2021,0.00000069,-0.00081,-0.00182,0.04019,0.08785,-0.01430,-0.01789
07/08/2021,0.00000259,0.00000,0.00000,-0.01792,-0.04617,0.00000,0.00000
08/08/2021,0.00000061,0.00000,0.00000,0.05546,0.04708,0.00000,0.00000
09/08/2021,0.00007979,0.00372,-0.00035,-0.01571,0.00053,0.02685,0.01400
11/08/2021,0.00000217,0.00299,0.00009,-0.02574,-0.03935,-0.00364,0.00024
12/08/2021,0.00000409,0.00417,0.00415,0.05861,0.07177,-0.00838,0.01920
14/08/2021,0.00000000,0.00000,0.00000,-0.00145,0.01280,0.00000,0.00000
15/08/2021,0.00003117,0.00000,0.00000,-0.02306,-0.04722,0.00000,0.00000
16/08/2021,0.00002840,-0.00658,-0.00078,-0.02826,-0.04635,-0.01110,-0.00150
17/08/2021,0.00000781,-0.01101,0.00009,0.00145,0.00178,-0.01176,0.00078
18/08/2021,0.00000185,0.00155,0.00172,0.04400,0.05349,-0.01408,-0.00294
19/08/2021,0.00000005,0.01668,0.00009,0.04436,0.01202,0.01193,0.01264
21/08/2021,0.00002149,0.00000,0.00000,0.00814,0.00547,0.00000,0.00000
22/08/2021,0.00000199,0.00000,0.00000,0.00523,0.02442,0.00000,0.00000
23/08/2021,0.00000052,0.00159,-0.00146,-0.03740,-0.04622,0.02081,-0.00047
24/08/2021,0.00011029,0.00210,-0.00190,0.02649,0.01778,0.00894,-0.00696
25/08/2021,0.00000401,-0.00592,0.00009,-0.04477,-0.04228,-0.00788,0.00113
26/08/2021,0.00001549,0.00890,0.00276,0.04622,0.05474,0.01258,0.01492
27/08/2021,0.00003482,0.00439,0.00112,-0.00551,-0.01331,0.00364,-0.00495
29/08/2021,0.00000017,0.00000,0.00000,-0.03771,-0.00008,0.00000,0.00000
30/08/2021,0.00000047,-0.00148,-0.00146,0.00296,0.06245,-0.00468,0.00201
31/08/2021,0.00000021,0.00053,-0.00112,0.03601,0.10942,-0.00470,0.00006
01/09/2021,0.00000430,0.00307,0.00103,0.00880,-0.01061,0.01146,-0.00266
02/09/2021,0.00000009,-0.00024,-0.00172,0.01447,0.03807,0.00104,0.01064
03/09/2021,0.00002297,-0.00358,-0.00268,-0.00152,-0.01228,-0.01145,-0.01978
04/09/2021,0.00000139,0.00000,0.00000,0.03628,0.01707,0.00000,0.00000
05/09/2021,0.00000115,0.00000,0.00000,0.01729,-0.00615,0.00000,0.00000
06/09/2021,0.00000172,0.00000,0.00000,-0.11856,-0.13678,0.00000,0.00000
07/09/2021,0.00146972,-0.00122,0.00164,-0.01555,0.02009,0.00730,-0.00251
08/09/2021,0.00033265,-0.00429,0.00319,0.00675,-0.02039,-0.00730,0.00441
09/09/2021,0.00000033,-0.00792,-0.00198,-0.03381,-0.06609,0.01300,-0.00507
10/09/2021,0.00034982,0.00256,0.00129,0.00712,0.01835,0.00772,0.00334
11/09/2021,0.00000210,0.00000,0.00000,0.01964,0.04235,0.00000,0.00000
12/09/2021,0.00000023,0.00000,0.00000,-0.02441,-0.03654,0.00000,0.00000
13/09/2021,0.00002125,-0.00541,0.00224,0.04608,0.04151,-0.00051,0.00642
14/09/2021,0.00000135,0.00832,-0.00095,0.02256,0.05100,0.01628,-0.00588
15/09/2021,0.00000994,-0.00159,-0.00172,-0.00783,-0.01032,-0.00709,-0.02290
16/09/2021,0.00000004,-0.01299,-0.00086,-0.01021,-0.04837,-0.00816,-0.00159
17/09/2021,0.00006940,-0.01681,0.00190,0.02143,0.01048,-0.01185,0.00712
18/09/2021,0.00000014,0.00000,0.00000,-0.02219,-0.03151,0.00000,0.00000
19/09/2021,0.00000744,0.00000,0.00000,-0.09545,-0.11419,0.00000,0.00000
20/09/2021,0.00036503,-0.00095,0.00043,-0.05653,-0.07520,0.00104,0.00665
21/09/2021,0.00113350,0.00971,0.00034,0.07128,0.11031,0.01133,-0.00374
22/09/2021,0.00000305,0.01208,-0.00492,0.02951,0.02586,0.01524,-0.01161
23/09/2021,0.00000004,0.00165,-0.00173,-0.04679,-0.07404,0.00453,-0.00129
24/09/2021,0.00005801,-0.00287,-0.00139,-0.00304,-0.00167,0.01346,0.00208
25/09/2021,0.00000037,0.00000,0.00000,0.01077,0.04521,0.00000,0.00000
26/09/2021,0.00007264,0.00000,0.00000,-0.02261,-0.04338,0.00000,0.00000
27/09/2021,0.00000193,-0.02036,-0.00417,-0.02782,-0.04329,-0.00796,-0.00976
28/09/2021,0.00000139,0.00168,0.00070,0.01197,0.01622,0.00100,-0.00451
29/09/2021,0.00000043,-0.01230,-0.00017,0.05268,0.05093,0.00646,0.01782
30/09/2021,0.00000005,0.01181,0.00148,0.09484,0.09748,0.01329,0.00225
01/10/2021,0.00000845,-0.01298,-0.00070,-0.00979,0.02305,0.01601,0.00467
02/10/2021,0.00000456,0.00000,0.00000,0.03279,0.00063,0.00000,0.00000
04/10/2021,0.00000359,0.01450,-0.00192,0.11628,0.05418,-0.00434,-0.00200
06/10/2021,0.00000013,0.00861,-0.00279,-0.02854,0.00271,0.01249,-0.00529
07/10/2021,0.00000102,-0.00183,-0.00219,0.00296,-0.00700,0.00334,0.00043
08/10/2021,0.00000027,-0.00727,-0.00158,0.01878,0.00391,0.00664,-0.00189
09/10/2021,0.00000004,0.00000,0.00000,-0.00478,-0.04502,0.00000,0.00000
10/10/2021,0.00003238,0.00000,0.00000,0.04972,0.03634,0.00000,0.00000
11/10/2021,0.00001071,-0.00246,0.00368,-0.02611,-0.01548,0.00000,0.00450
12/10/2021,0.00000695,0.00359,0.00227,0.02426,0.03236,0.00566,0.01764
13/10/2021,0.00003473,0.01668,0.00192,-0.00056,0.04949,0.01029,0.00244
14/10/2021,0.00000248,0.00759,-0.00244,0.07250,0.02139,0.00834,-0.01602
15/10/2021,0.00000173,0.00296,-0.00070,-0.01306,-0.01040,-0.00601,-0.00248
16/10/2021,0.00000303,0.00769,-0.00289,0.05406,0.01196,0.00232,0.00321
19/10/2021,0.00001381,0.00652,-0.00281,-0.03235,0.04497,-0.00418,0.00783
21/10/2021,0.00000946,-0.00104,0.00193,-0.02451,-0.02078,0.00464,0.00610
22/10/2021,0.00003929,0.00535,0.00096,0.01049,0.04832,0.00508,0.00689
23/10/2021,0.00000013,0.00000,0.00000,-0.00780,-0.02147,0.00000,0.00000
24/10/2021,0.00001082,0.00000,0.00000,0.03571,0.03404,0.00000,0.00000
25/10/2021,0.00010706,0.00090,0.00184,-0.04474,-0.02160,0.00138,-0.00743
26/10/2021,0.00000233,-0.00444,0.00332,-0.03140,-0.05052,-0.01856,0.00262
27/10/2021,0.00002432,0.00960,-0.00078,0.03613,0.08800,0.00514,-0.00024
28/10/2021,0.00001074,0.00203,-0.00026,0.02689,0.02934,-0.00514,-0.00854
29/10/2021,0.00000400,0.00172,-0.00218,-0.00631,-0.02117,0.00747,0.00521
30/10/2021,0.00036555,0.00000,0.00000,-0.00836,-0.00772,0.00000,0.00000
31/10/2021,0.00001506,0.00000,0.00000,-0.00636,0.00778,0.00000,0.00000
01/11/2021,0.00000073,0.00403,0.00201,0.03677,0.05989,0.00279,-0.00215
02/11/2021,0.00000020,0.00609,-0.00201,-0.00498,0.00270,-0.02583,-0.00835
03/11/2021,0.00000303,0.00470,0.00332,-0.02380,-0.01433,-0.00620,0.01128
04/11/2021,0.00002415,0.00346,0.00391,-0.00723,-0.01315,0.01379,0.01298
05/11/2021,0.00000067,0.00085,-0.00182,0.00849,0.00952,0.00612,0.00359
06/11/2021,0.00002774,0.00000,0.00000,0.02848,0.02130,0.00000,0.00000
07/11/2021,0.00000029,0.00000,0.00000,0.06498,0.04143,0.00000,0.00000
08/11/2021,0.00001930,-0.01139,-0.00401,-0.03891,-0.03746,-0.00470,0.01572
10/11/2021,0.00007531,0.00032,-0.00183,-0.00206,0.01819,0.00705,0.00559
11/11/2021,0.00000295,0.00752,-0.00017,-0.01002,-0.01140,-0.00141,0.00189
12/11/2021,0.00000397,0.00429,-0.00403,-0.06516,-0.10177,-0.00094,-0.00881
16/11/2021,0.00032306,-0.00243,0.00237,0.00385,0.01725,-0.00896,0.00910
17/11/2021,0.00002025,0.00339,0.00088,-0.05905,-0.07000,0.00331,-0.00321
18/11/2021,0.00009979,-0.00179,0.00192,0.02117,0.07247,-0.01618,-0.00768
19/11/2021,0.00002060,-0.00282,-0.00482,-0.03203,-0.05026,0.00717,-0.02268
22/11/2021,0.00008740,0.00133,-0.00396,0.02254,0.05975,0.01793,-0.00869
23/11/2021,0.00005732,0.00267,0.00229,-0.00672,-0.01612,-0.00375,-0.00096
24/11/2021,0.00003365,-0.02256,0.00710,0.03043,0.05713,-0.06148,-0.00162
25/11/2021,0.00000129,0.00000,0.00000,-0.09463,-0.11390,0.00000,0.00000
26/11/2021,0.00021812,0.01219,0.00052,0.02168,0.01456,0.00000,-0.00138
27/11/2021,0.00000020,0.00000,0.00000,0.04391,0.04798,0.00000,0.00000
28/11/2021,0.00000325,0.00000,0.00000,0.00985,0.03494,0.00000,0.00000
29/11/2021,0.00000002,-0.01965,0.00166,-0.01529,0.03933,-0.02784,-0.00674
30/11/2021,0.00000176,0.00403,-0.00140,-0.00777,-0.02400,0.00000,-0.00157
02/12/2021,0.00001467,-0.00874,0.00401,-0.05186,-0.06648,0.00103,0.00838
03/12/2021,0.00005420,0.01177,-0.00348,-0.08564,-0.02470,0.01729,-0.00246
04/12/2021,0.00209585,0.00000,0.00000,0.00396,0.01875,0.00000,0.00000
05/12/2021,0.00000174,0.00000,0.00000,0.02280,0.03701,0.00000,0.00000
06/12/2021,0.00000680,0.02047,-0.00157,0.00075,-0.01231,0.01501,0.00354
07/12/2021,0.00000015,0.00264,-0.00262,-0.00270,0.03002,0.01332,0.00054
08/12/2021,0.00000384,-0.00677,0.00009,-0.05893,-0.07585,-0.01531,-0.00613
09/12/2021,0.00000186,0.00937,0.00026,-0.00945,-0.05219,0.01138,0.00421
10/12/2021,0.00000812,-0.00890,0.00350,0.04525,0.04443,-0.00493,0.00252
11/12/2021,0.00000620,0.00000,0.00000,0.01521,0.01245,0.00000,0.00000
12/12/2021,0.00000029,0.00000,0.00000,-0.06967,-0.08865,0.00000,0.00000
13/12/2021,0.00012903,-0.00690,-0.00192,0.03496,0.02098,-0.00894,-0.00939
14/12/2021,0.00003065,0.01550,-0.00079,0.01000,0.03980,0.00498,0.00428
15/12/2021,0.00000295,-0.00886,0.00035,-0.02600,-0.01582,0.00594,0.01202
16/12/2021,0.00000003,-0.01421,0.00122,-0.03070,-0.01985,-0.01191,-0.00214
17/12/2021,0.00004169,-0.01069,-0.00149,0.01467,0.02097,-0.00701,-0.00424
18/12/2021,0.00000019,0.00000,0.00000,-0.00353,-0.01029,0.00000,0.00000
19/12/2021,0.00000998,0.00000,0.00000,0.00435,0.00422,0.00000,0.00000
20/12/2021,0.00000028,0.02755,0.00009,0.03567,0.01087,0.03264,0.00894
22/12/2021,0.00000074,0.00620,-0.00123,0.04415,0.03219,0.00534,0.00225
23/12/2021,0.00000629,0.01405,0.00053,0.00010,-0.01613,0.01251,0.00236
24/12/2021,0.00000718,0.00000,0.00000,-0.00714,0.01194,0.00000,0.00000
25/12/2021,0.00000055,0.00000,0.00000,0.00688,-0.00676,0.00000,0.00000
26/12/2021,0.00000350,0.00000,0.00000,-0.00213,-0.00691,0.00000,0.00000
27/12/2021,0.00000772,-0.00082,-0.00044,-0.06403,-0.06288,-0.00191,-0.00432
28/12/2021,0.00000533,0.00128,-0.00298,-0.02341,-0.04422,0.00478,-0.00030
29/12/2021,0.00006598,-0.00277,0.00219,0.01476,0.02253,-0.00478,0.00715
30/12/2021,0.00000510,0.00325,-0.00721,-0.01497,0.01435,-0.00096,-0.00869
03/01/2022,0.00000111,-0.01972,-0.00318,-0.06645,-0.06260,0.00764,0.00433
05/01/2022,0.00022731,-0.00094,-0.00106,-0.00775,-0.03646,0.00853,-0.01232
06/01/2022,0.00037495,-0.00396,-0.00293,-0.03717,-0.06474,0.00189,0.00454
07/01/2022,0.00042773,-0.00125,-0.00089,0.00343,-0.03623,-0.00425,0.00304
08/01/2022,0.00020419,0.00000,0.00000,0.00428,0.02250,0.00000,0.00000
09/01/2022,0.00000012,0.00000,0.00000,-0.00071,-0.02219,0.00000,0.00000
10/01/2022,0.00012428,-0.00170,-0.00196,0.02957,0.07054,0.02935,0.00834
14/01/2022,0.00000497,-0.01787,-0.00608,0.00024,0.00522,0.00778,-0.00165
15/01/2022,0.00000010,0.00000,0.00000,-0.00017,0.00737,0.00000,0.00000
16/01/2022,0.00000011,0.00000,0.00000,-0.01681,-0.05823,0.00000,0.00000
18/01/2022,0.00002049,-0.01044,0.00215,-0.01611,-0.02379,0.00545,0.01576
19/01/2022,0.00000980,-0.01113,0.00054,-0.02341,-0.02634,-0.00363,-0.00250
20/01/2022,0.00003419,-0.01983,0.00393,-0.10975,-0.15743,0.00091,-0.00327
21/01/2022,0.00643533,0.00424,-0.00116,-0.04010,-0.06393,-0.00227,0.00548
22/01/2022,0.00181140,0.00000,0.00000,0.03396,0.05254,0.00000,0.00000
23/01/2022,0.00003801,0.00000,0.00000,0.01142,-0.03869,0.00000,0.00000
24/01/2022,0.00084060,-0.01228,-0.00098,0.00728,0.00577,0.00907,0.00319
25/01/2022,0.00008480,-0.00251,-0.00564,-0.00362,0.00295,0.00225,-0.01630
26/01/2022,0.00000019,-0.00495,0.00332,0.00814,-0.01760,0.00494,-0.01298
27/01/2022,0.00002197,0.02453,0.00072,0.01651,0.05024,0.00090,-0.00299
28/01/2022,0.00000054,0.01785,-0.00009,0.01140,0.02128,0.00357,0.00591
29/01/2022,0.00000120,0.00000,0.00000,-0.00685,0.00122,0.00000,0.00000
30/01/2022,0.00000005,0.00000,0.00000,0.01525,0.03193,0.00000,0.00000
31/01/2022,0.00003378,0.01640,-0.00072,-0.04206,-0.00259,0.00800,0.00445
02/02/2022,0.00001309,-0.02379,-0.00404,0.01009,0.00417,0.00221,-0.00142
03/02/2022,0.00000065,0.00469,-0.00631,0.10878,0.10619,0.00792,0.00154
04/02/2022,0.00000027,-0.00321,0.00090,-0.00327,0.00753,0.00219,0.00738
05/02/2022,0.00001881,0.00000,0.00000,0.02304,0.01313,0.00000,0.00000
06/02/2022,0.00000009,0.00460,-0.01172,0.02606,0.00550,-0.00394,0.00264
10/02/2022,0.00000024,-0.01992,0.00656,-0.02621,-0.04842,0.01481,0.01888
11/02/2022,0.00001890,-0.00327,-0.00583,-0.00399,-0.00354,0.00517,0.00534
12/02/2022,0.00000066,0.00000,0.00000,-0.00401,-0.01630,0.00000,0.00000
13/02/2022,0.00000050,0.00000,0.00000,0.01175,0.02092,0.00000,0.00000
14/02/2022,0.00000121,0.01712,-0.00046,0.03049,0.06273,-0.01517,0.00069
16/02/2022,0.00000919,-0.02159,0.00210,-0.07857,-0.07579,0.00826,0.01358
17/02/2022,0.00000843,-0.00650,0.00210,-0.01364,-0.03909,0.00389,-0.00073
18/02/2022,0.00002657,-0.01079,-0.00109,0.00226,-0.00666,0.01414,0.00209
19/02/2022,0.00000090,0.00000,0.00000,-0.04373,-0.05219,0.00000,0.00000
20/02/2022,0.00009209,0.00000,0.00000,-0.03571,-0.02039,0.00000,0.00000
21/02/2022,0.00004046,0.00000,0.00000,0.03229,0.02522,0.00000,0.00000
22/02/2022,0.00003768,-0.01790,-0.00447,-0.02661,-0.02064,0.00931,0.00450
23/02/2022,0.00000873,0.01494,0.00183,0.02914,0.00599,0.00421,-0.00647
24/02/2022,0.00039527,0.02182,0.00100,0.02276,0.06260,-0.01522,-0.00334
25/02/2022,0.00037484,-0.00256,0.00718,-0.00285,0.00520,0.01690,0.01031
26/02/2022,0.00000058,0.00000,0.00000,-0.03657,-0.06027,0.00000,0.00000
27/02/2022,0.00001184,0.00000,0.00000,0.13576,0.10923,0.00000,0.00000
28/02/2022,0.00000073,-0.01535,0.00416,0.02816,0.01943,0.03943,0.01800
01/03/2022,0.00000035,0.01324,-0.00870,-0.04520,-0.04877,0.04296,-0.00453
03/03/2022,0.00000794,-0.00816,0.00400,-0.08122,-0.07739,0.04119,0.01580
04/03/2022,0.00009489,-0.02992,-0.00582,0.00625,0.01572,0.02161,0.01475
05/03/2022,0.00000064,0.00000,0.00000,-0.02526,-0.04333,0.00000,0.00000
06/03/2022,0.00006594,0.00000,0.00000,-0.00996,-0.02233,0.00000,0.00000
07/03/2022,0.00000300,-0.00761,-0.00356,0.01869,0.03226,0.01689,0.02699
08/03/2022,0.00000069,0.02646,-0.00211,0.07899,0.05676,-0.08278,-0.03016
09/03/2022,0.00000073,-0.00453,-0.00561,-0.06158,-0.04545,-0.01207,0.00312
10/03/2022,0.00000029,-0.01280,-0.00018,-0.01780,-0.01907,0.01709,-0.00705
11/03/2022,0.00000021,-0.00734,-0.00973,0.00184,0.00444,-0.02970,-0.01519
12/03/2022,0.00000055,0.00000,0.00000,-0.02611,-0.02035,0.00000,0.00000
13/03/2022,0.00000006,0.00000,0.00000,0.04833,0.02877,0.00000,0.00000
14/03/2022,0.00000046,0.02175,0.00223,-0.00955,0.01050,-0.02490,-0.01888
15/03/2022,0.00000064,0.02193,0.00074,0.04520,0.05786,-0.00858,0.00624
16/03/2022,0.00000052,0.01243,0.00167,-0.00438,0.01417,0.04687,0.00488
17/03/2022,0.00000001,0.00779,0.00222,0.02005,0.04391,0.00469,-0.00883
18/03/2022,0.00000127,-0.00029,-0.00985,0.01067,0.00345,0.03672,0.00761
19/03/2022,0.00000003,0.00000,0.00000,-0.02303,-0.03074,0.00000,0.00000
20/03/2022,0.00000036,0.00000,0.00000,-0.00533,0.01179,0.00000,0.00000
21/03/2022,0.00000010,-0.00133,0.00140,0.04457,0.04789,0.02228,0.00629
23/03/2022,0.00000001,0.01496,-0.00224,0.02536,0.02451,-0.00997,0.00723
24/03/2022,0.00000007,0.00487,-0.00798,0.00737,-0.00294,0.00739,-0.00410
25/03/2022,0.00000008,0.00709,0.00245,0.05506,0.05988,-0.04442,-0.01837
27/03/2022,0.00000002,0.00000,0.00000,0.00551,0.01115,0.00000,0.00000
28/03/2022,0.00000005,0.01229,0.00469,0.00739,0.02053,0.00384,0.00045
29/03/2022,0.00000126,-0.00619,0.00271,-0.00852,-0.00572,0.01786,0.00801
30/03/2022,0.00000000,-0.01551,-0.00047,-0.03301,-0.02963,-0.01863,0.00039
31/03/2022,0.00000738,0.00283,-0.00327,0.01704,0.05091,0.00650,-0.00639
01/04/2022,0.00001821,0.00853,0.00084,0.00211,0.01934,0.01888,0.00484
03/04/2022,0.00000562,0.00000,0.00000,0.00434,-0.00035,0.00000,0.00000
04/04/2022,0.00000014,-0.01271,-0.01016,-0.02396,-0.03303,-0.00826,-0.00628
05/04/2022,0.00000020,-0.01005,-0.00256,-0.05222,-0.07095,-0.00795,0.00234
06/04/2022,0.00004292,0.00503,-0.00218,0.00643,0.01811,0.00342,0.00378
07/04/2022,0.00000116,-0.00268,-0.00505,-0.02797,-0.01159,0.01243,0.00625
08/04/2022,0.00000664,-0.01724,-0.00431,0.01168,0.02143,-0.00827,0.00495
09/04/2022,0.00000631,0.00000,0.00000,-0.01435,-0.01831,0.00000,0.00000
10/04/2022,0.00000070,0.00000,0.00000,-0.06505,-0.07221,0.00000,0.00000
11/04/2022,0.00011557,-0.00371,0.00316,0.01462,0.01544,0.02938,0.00765
12/04/2022,0.00000053,-0.00114,-0.00614,-0.00348,-0.00170,0.02925,0.00147
14/04/2022,0.00002862,0.00041,-0.00308,0.01533,0.00652,0.01132,0.00309
15/04/2022,0.00000033,0.00000,0.00000,-0.02154,-0.01656,0.00000,0.00000
17/04/2022,0.00000053,0.00000,0.00000,0.02757,0.02223,0.00000,0.00000
18/04/2022,0.00024372,0.01601,-0.00610,0.01691,0.01496,-0.02602,-0.01523
19/04/2022,0.00047061,-0.00074,0.00571,-0.00327,-0.00891,0.00108,0.00488
20/04/2022,0.00078683,-0.01507,-0.00552,-0.02170,-0.03034,-0.00144,-0.00356
21/04/2022,0.00000346,-0.02782,-0.00097,-0.01915,-0.00763,-0.01933,-0.00977
22/04/2022,0.00000041,0.00578,0.00668,-0.00665,-0.01061,-0.00739,-0.01813
23/04/2022,0.00000003,0.00000,0.00000,0.00059,-0.00319,0.00000,0.00000
24/04/2022,0.00000247,0.00000,0.00000,0.02418,0.02934,0.00000,0.00000
25/04/2022,0.00002344,-0.02939,0.00308,-0.05876,-0.06778,0.01364,0.00152
26/04/2022,0.00004920,0.00281,-0.00405,0.02886,0.02738,0.00693,-0.00759
27/04/2022,0.00000013,-0.01271,-0.00640,-0.01685,-0.02573,0.00073,0.00527
29/04/2022,0.00002072,0.00600,-0.00722,-0.02460,-0.03259,0.01514,-0.01871
30/04/2022,0.00014962,0.00000,0.00000,0.02188,0.03640,0.00000,0.00000
01/05/2022,0.00000895,0.00000,0.00000,0.00068,0.01056,0.00000,0.00000
02/05/2022,0.00000242,0.00457,0.00225,-0.02068,-0.02662,-0.01405,0.00265
03/05/2022,0.00000738,0.03000,0.00643,0.05068,0.05372,0.03073,0.00977
04/05/2022,0.00001348,-0.03619,-0.00995,-0.08233,-0.06661,-0.00529,-0.00382
05/05/2022,0.00010501,-0.00599,-0.00422,-0.01479,-0.01949,0.00106,0.00165
06/05/2022,0.00007046,-0.03254,0.00491,-0.01510,-0.02211,-0.04628,-0.01459
07/05/2022,0.00011016,0.00000,0.00000,-0.04121,-0.04502,0.00000,0.00000
08/05/2022,0.00015210,0.00000,0.00000,-0.12351,-0.12047,0.00000,0.00000
09/05/2022,0.00135943,0.00231,0.00303,0.03020,0.04818,-0.00594,-0.00848
10/05/2022,0.00015871,-0.01601,0.00370,-0.06759,-0.12110,0.02427,0.00813
11/05/2022,0.00182733,-0.00104,0.00185,0.00006,-0.05988,0.00471,-0.01545
12/05/2022,0.00349032,0.02363,-0.00428,0.00920,0.02643,0.01365,-0.00814
13/05/2022,0.00011826,-0.00407,0.00224,0.02720,0.02274,0.01628,0.00949
14/05/2022,0.00000659,0.00000,0.00000,0.04031,0.04395,0.00000,0.00000
15/05/2022,0.00000231,0.00000,0.00000,-0.04767,-0.06067,0.00000,0.00000
16/05/2022,0.00000078,0.02036,-0.00547,0.01934,0.03420,-0.01094,-0.00630
17/05/2022,0.00003232,-0.04115,0.00400,-0.05932,-0.08962,-0.02188,0.00053
18/05/2022,0.00000337,-0.00614,0.00253,0.05484,0.05442,0.01262,0.01459
19/05/2022,0.00001155,0.00044,0.00301,-0.03768,-0.03014,0.00143,0.00070
20/05/2022,0.00000359,0.01854,-0.00330,0.00852,0.00793,0.00748,0.00464
21/05/2022,0.00000058,0.00000,0.00000,0.02865,0.03385,0.00000,0.00000
22/05/2022,0.00000222,0.00000,0.00000,-0.04010,-0.03506,0.00000,0.00000
23/05/2022,0.00000024,-0.00766,0.00765,0.01894,0.00331,-0.00071,0.00749
24/05/2022,0.00000385,0.00880,0.00414,-0.00423,-0.01917,0.00708,-0.00605
25/05/2022,0.00000309,0.01978,-0.00077,-0.01085,-0.07918,0.01088,-0.00185
26/05/2022,0.00034568,0.02425,0.00163,-0.02053,-0.03911,0.01179,0.00052
27/05/2022,0.00014019,-0.00563,-0.00636,0.01456,0.03900,-0.00692,-0.00994
28/05/2022,0.00000400,0.00000,0.00000,0.01505,0.01185,0.00000,0.00000
29/05/2022,0.00000198,0.00000,0.00000,0.07402,0.09576,0.00000,0.00000
30/05/2022,0.00000483,0.00000,0.00000,0.00176,-0.02675,0.00000,0.00000
31/05/2022,0.00000120,0.01074,-0.00465,-0.04280,-0.05908,0.02740,0.01858
02/06/2022,0.00000082,-0.01655,-0.00165,-0.02528,-0.03135,0.00941,-0.01020
03/06/2022,0.00000538,0.00304,-0.00615,0.00565,0.01571,0.00434,-0.00441
04/06/2022,0.00000002,0.00000,0.00000,0.00183,0.00112,0.00000,0.00000
05/06/2022,0.00000002,0.00955,0.00381,0.03953,0.00432,0.00664,0.00650
07/06/2022,0.00000167,-0.06443,-0.01295,-0.06814,-0.08709,0.00066,0.00921
10/06/2022,0.00015072,-0.03871,-0.01653,-0.02357,-0.08219,-0.01131,-0.02677
11/06/2022,0.00099968,0.00000,0.00000,-0.06495,-0.06347,0.00000,0.00000
12/06/2022,0.00064023,0.00000,0.00000,-0.17006,-0.17486,0.00000,0.00000
13/06/2022,0.00477033,-0.00302,-0.00594,-0.01317,0.00325,-0.01110,-0.00804
14/06/2022,0.00469622,0.01416,0.01105,0.01885,0.02046,0.00068,0.01297
15/06/2022,0.00135931,-0.03366,0.00239,-0.10217,-0.14621,0.00439,0.01118
